17,21,47,5,157.9,13075
17,21,47,6,157.9,13076
17,21,47,7,157.9,13077
17,21,47,8,157.9,13078
17,21,47,9,157.9,13079
17,21,48,0,157.9,13080
17,21,48,1,157.9,13081
17,21,48,2,157.9,13082
17,21,48,3,157.91,13083
17,21,48,4,157.91,13084
17,21,48,5,157.92,13085
17,21,48,6,157.92,13086
17,21,48,7,157.92,13087
17,21,48,8,157.92,13088
17,21,48,9,157.93,13089
17,21,49,0,157.93,13090
17,21,49,1,157.94,13091
17,21,49,2,157.94,13092
17,21,49,3,157.96,13093
17,21,49,4,157.96,13094
17,21,49,5,157.97,13095
17,21,49,6,157.97,13096
17,21,49,7,157.98,13097
17,21,49,8,157.98,13098
17,21,49,9,158,13099
17,21,50,0,158,13100
17,21,50,1,157.99,13101
17,21,50,2,157.99,13102
17,21,50,3,157.98,13103
17,21,50,4,157.98,13104
17,21,50,5,157.98,13105
17,21,50,6,157.98,13106
17,21,50,7,158,13107
17,21,50,8,158,13108
17,21,50,9,158.01,13109
17,21,51,0,158.01,13110
17,21,51,1,158.01,13111
17,21,51,2,158.01,13112
17,21,51,3,158.02,13113
17,21,51,4,158.02,13114
17,21,51,5,158.02,13115
17,21,51,6,158.02,13116
17,21,51,7,158.02,13117
17,21,51,8,158.02,13118
17,21,51,9,158.04,13119
17,21,52,0,158.04,13120
17,21,52,1,158.05,13121
17,21,52,2,158.05,13122
17,21,52,3,158.06,13123
17,21,52,4,158.06,13124
17,21,52,5,158.08,13125
17,21,52,6,158.08,13126
17,21,52,7,158.09,13127
17,21,52,8,158.09,13128
17,21,52,9,158.09,13129
17,21,53,0,158.09,13130
17,21,53,1,158.1,13131
17,21,53,2,158.1,13132
17,21,53,3,158.1,13133
17,21,53,4,158.1,13134
17,21,53,5,158.11,13135
17,21,53,6,158.11,13136
17,21,53,7,158.11,13137
17,21,53,8,158.11,13138
17,21,53,9,158.12,13139
17,21,54,0,158.12,13140
17,21,54,1,158.11,13141
17,21,54,2,158.11,13142
17,21,54,3,158.11,13143
17,21,54,4,158.11,13144
17,21,54,5,158.11,13145
17,21,54,6,158.11,13146
17,21,54,7,158.1,13147
17,21,54,8,158.1,13148
17,21,54,9,158.11,13149
17,21,55,0,158.11,13150
17,21,55,1,158.11,13151
17,21,55,2,158.11,13152
17,21,55,3,158.11,13153
17,21,55,4,158.11,13154
17,21,55,5,158.11,13155
17,21,55,6,158.11,13156
